98,"DxChain Token","$94,790,225","$0.00","0","$156,923","3.37 %",2024-06-14 18:52:05
100,"Aave LINK","$330,885,424","$25.19","0","$11,646,285","3.32 %",2024-06-14 18:52:05
1173,"Perth Mint Gold Token","$2,065,882","$1,786.56","1,157","$12,755","-0.03 %",2024-06-14 18:52:05
1508,"Digix Gold Token","$1,169,772","$45.22","25,792","$0","-1.00 %",2024-06-14 18:52:05
5920,"AurusGOLD","$0","$58.85","0","$41,716","-0.09 %",2024-06-14 18:52:05
1,"Bitcoin","$1,302,700,265,946","$66,068.00","19,712,453","$15,640,342,820","0.71 %",2024-06-15 23:13:53
2,"Ethereum","$427,680,551,995","$3,558.50","120,155,066","$13,945,831,614","0.44 %",2024-06-15 23:13:53
3,"Tether","$112,516,070,662","$1.00","112,559,949,271","$25,948,145,794","-0.06 %",2024-06-15 23:13:53
4,"BNB","$93,106,682,238","$605.16","153,856,150","$511,060,943","0.65 %",2024-06-15 23:13:53
5,"Solana","$66,725,845,086","$144.50","461,692,286","$1,387,718,650","15.52 %",2024-06-15 23:13:53
7,"USD Coin","$32,449,484,628","$1.00","32,442,017,906","$3,078,624,617","-0.02 %",2024-06-15 23:13:53
8,"XRP","$27,339,199,833","$0.49","55,570,463,728","$656,932,873","1.41 %",2024-06-15 23:13:53
9,"Dogecoin","$19,721,549,018","$0.14","144,718,856,384","$541,088,348","1.15 %",2024-06-15 23:13:53
11,"Cardano","$14,599,518,989","$0.41","35,402,588,311","$226,477,271","2.12 %",2024-06-15 23:13:53
12,"Shiba Inu","$12,191,279,892","$0.00","589,262,485,614,360","$247,614,032","0.89 %",2024-06-15 23:13:53
13,"Avalanche","$11,787,703,903","$29.98","393,315,999","$204,983,641","3.10 %",2024-06-15 23:13:53
14,"Wrapped Bitcoin","$10,099,813,966","$66,179.00","153,024","$238,813,906","0.71 %",2024-06-15 23:13:53
15,"TRON","$10,071,200,226","$0.12","87,282,740,897","$229,310,903","0.92 %",2024-06-15 23:13:53
16,"Chainlink","$8,698,578,960","$14.82","587,099,971","$267,521,100","1.47 %",2024-06-15 23:13:53
17,"Uniswap","$8,529,251,661","$11.31","753,766,667","$458,491,159","1.56 %",2024-06-15 23:13:53
18,"Polkadot","$8,511,986,246","$6.18","1,376,536,625","$123,363,327","0.81 %",2024-06-15 23:13:53
19,"Bitcoin Cash","$8,456,451,168","$428.77","19,719,887","$163,030,906","16.32 %",2024-06-15 23:13:53
20,"NEAR Protocol","$6,100,815,775","$5.60","1,088,588,652","$179,663,579","-0.57 %",2024-06-15 23:13:53
21,"Litecoin","$5,906,674,045","$79.06","74,646,183","$250,758,750","2.73 %",2024-06-15 23:13:53
22,"Polygon","$5,669,623,540","$0.61","9,282,943,566","$207,839,538","1.55 %",2024-06-15 23:13:53
24,"LEO Token","$5,325,485,341","$5.76","926,206,591","$1,608,080","4.71 %",2024-06-15 23:13:53
25,"Dai","$5,236,011,633","$1.00","5,238,625,867","$322,861,608","-0.03 %",2024-06-15 23:13:53
27,"Internet Computer","$4,225,805,978","$9.07","465,246,416","$72,874,141","-1.66 %",2024-06-15 23:13:53
28,"Ethereum Classic","$3,770,116,535","$25.56","147,534,502","$106,987,611","5.24 %",2024-06-15 23:13:53
34,"Monero","$3,238,439,747","$175.65","18,445,343","$46,439,991","0.71 %",2024-06-15 23:13:53
36,"Hedera","$3,032,819,956","$0.08","35,751,668,712","$33,965,037","1.28 %",2024-06-15 23:13:53
37,"Filecoin","$2,930,894,771","$5.20","563,536,227","$140,454,416","1.64 %",2024-06-15 23:13:53
39,"Stacks","$2,850,566,327","$1.94","1,467,229,897","$45,994,614","-0.74 %",2024-06-15 23:13:53
40,"Stellar","$2,847,580,470","$0.10","29,087,026,024","$34,357,324","0.74 %",2024-06-15 23:13:53
41,"Cosmos Hub","$2,776,421,209","$7.10","390,688,370","$143,620,268","-2.10 %",2024-06-15 23:13:53
42,"OKB","$2,761,456,276","$46.00","60,000,000","$3,780,897","0.12 %",2024-06-15 23:13:53
43,"Cronos","$2,703,461,109","$0.10","26,812,741,949","$7,675,052","-0.40 %",2024-06-15 23:13:53
50,"The Graph","$2,253,147,224","$0.24","9,509,975,969","$49,236,047","0.03 %",2024-06-15 23:13:53
52,"Maker","$2,135,486,128","$2,300.10","927,898","$53,081,477","1.55 %",2024-06-15 23:13:53
55,"VeChain","$2,069,815,635","$0.03","72,714,516,834","$37,541,735","1.91 %",2024-06-15 23:13:53
58,"Arweave","$1,870,984,241","$28.57","65,454,186","$62,541,390","1.61 %",2024-06-15 23:13:53
60,"BitTorrent","$2,498,507,941","$0.00","932,497,500,000","$1,038,436","-2.73 %",2024-06-15 23:13:53
60,"Fantom","$1,752,393,402","$0.63","2,803,634,836","$84,053,172","1.09 %",2024-06-15 23:13:53
62,"Theta Network","$1,678,353,092","$1.67","1,000,000,000","$14,085,332","-0.03 %",2024-06-15 23:13:53
67,"THORChain","$1,561,673,399","$4.65","335,448,346","$91,544,876","2.30 %",2024-06-15 23:13:53
72,"EOS","$1,360,696,826","$0.66","2,060,628,610","$85,081,082","1.47 %",2024-06-15 23:13:53
74,"Aave","$1,271,707,765","$85.63","14,849,687","$71,499,120","3.80 %",2024-06-15 23:13:53
76,"Algorand","$1,241,930,942","$0.15","8,181,491,004","$28,554,743","0.22 %",2024-06-15 23:13:53
79,"Quant","$1,193,020,190","$81.96","14,544,176","$13,081,887","2.74 %",2024-06-15 23:13:53
84,"Gate","$1,091,823,371","$8.38","130,359,278","$2,025,542","0.15 %",2024-06-15 23:13:53
85,"Flow","$1,082,505,098","$0.72","1,513,199,185","$25,356,402","0.13 %",2024-06-15 23:13:53
87,"KuCoin","$995,970,818","$10.40","95,642,961","$92,539","-0.30 %",2024-06-15 23:13:53
88,"Axie Infinity","$987,728,590","$6.77","145,852,077","$30,013,167","2.05 %",2024-06-15 23:13:53
89,"Bitcoin SV","$981,492,363","$49.73","19,715,794","$11,137,780","9.24 %",2024-06-15 23:13:53
95,"Chiliz","$916,631,464","$0.10","8,888,888,888","$104,794,846","1.00 %",2024-06-15 23:13:53
97,"MultiversX","$892,260,064","$33.01","27,067,699","$14,215,948","5.02 %",2024-06-15 23:13:53
98,"DxChain Token","$94,790,225","$0.00","0","$156,923","3.37 %",2024-06-15 23:13:53
98,"NEO","$887,201,812","$12.58","70,530,000","$17,694,325","1.63 %",2024-06-15 23:13:53
100,"Aave LINK","$330,885,424","$25.19","0","$11,646,285","3.32 %",2024-06-15 23:13:53
1173,"Perth Mint Gold Token","$2,065,882","$1,786.56","1,157","$12,755","-0.03 %",2024-06-15 23:13:53
1508,"Digix Gold Token","$1,169,772","$45.22","25,792","$0","-1.00 %",2024-06-15 23:13:53
5920,"AurusGOLD","$0","$58.85","0","$41,716","-0.09 %",2024-06-15 23:13:53
